Report_ID,Company,Mine_Site,Report_Date,Shift_Covered,HPI_Reported,Number_of_HPIs,Dominant_Incident_Type,Max_Severity_Level,Primary_Location,Dominant_Causal_Factor,Dominant_Root_Cause,Daily_Production_tons,Major_Equipment_Involved,Equipment_Availability_pct,Geological_Condition,Seismic_Activity,Weather,Dominant_Task,Worker_Category_Most_Affected,Workforce_Size,Overtime_Hours,Year,Environmental_Risk_Score,Task_Complexity_Score,Month,Day_of_Week,Is_Weekend,Quarter,Severity_Score,Days_Since_Last_Incident,Weather_Risk_Score,Equipment_Age_Risk,Worker_Training_Level,Training_Risk_Score,Shift_Risk_Score,Composite_Risk_Score,Location_Incident_Count,Days_Since_Last_Same_Location,Season,Equipment_Risk_Score,Task_Shift_Risk,Previous_Incident_Exposure,Weather_Task_Risk,Composite_Safety_Index,Risk_Category
IN-08-06-2024-010,Newmont,Ahafo,6/8/2024,Day,Yes,1,Fall of Ground,Critical Potential,Road/Transport,Unsafe Driving,Procedural Failure,21473,Crusher,74.1,Highly Fractured,Moderate,Rain,Equipment Operation,Supervisor,315,35,2024,1,4,6,5,1,2,3,8.405944996,4,3,Intermediate,3,2,2.65,159,6,Major Rainy Season,2,3,1,3,75.29457055,Critical Risk
IN-14-06-2024-010,Gold Fields,Tarkwa,6/14/2024,Day,No,0,Vehicle,Medium,Road/Transport,Poor Maintenance,Environmental Condition,12189,Crusher,84.7,Moderate Fracturing,Low,Clear,Equipment Operation,Supervisor,220,26,2024,2,4,6,4,0,2,1,4.923369925,1,2,Intermediate,3,2,1.9,159,6,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-24-07-2024-010,Gold Fields,Ahafo,7/24/2024,Night,Yes,1,Fire,Low,Road/Transport,Human Error,Environmental Condition,27787,Truck,68.9,Moderate Fracturing,Low,Rain,Maintenance,Supervisor,637,37,2024,3,4,7,2,0,3,0,3.508870899,4,4,Intermediate,3,4,2.3,159,40,Major Rainy Season,2,4,1,1,42.20576053,Medium Risk
IN-24-07-2024-010,AngloGold Ashanti,Obuasi,7/24/2024,Day,Yes,1,Fall of Ground,Medium,Road/Transport,Unsafe Driving,Procedural Failure,7433,Excavator,72,Stable,Moderate,Rain,Driving,Supervisor,520,1,2024,1,2,7,2,0,3,1,3.830532004,4,3,Basic,4,2,1.7,159,0,Major Rainy Season,4,1,1,3,46.18780847,Medium Risk
IN-25-07-2024-010,AngloGold Ashanti,Obuasi,7/25/2024,Day,Yes,1,Electrical,Medium,Road/Transport,Poor Maintenance,Equipment Failure,21943,Excavator,66.1,Stable,Low,Clear,Driving,Operator,967,15,2024,1,2,7,3,0,3,1,0.955952017,1,4,Basic,4,2,1.4,159,1,Major Rainy Season,4,1,1,1,27.62207907,Low Risk
IN-01-08-2024-010,Gold Fields,Obuasi,8/1/2024,Day,Yes,1,Vehicle,High Potential,Road/Transport,Design / Layout Deficiency,Human Behaviour,22177,Crusher,82.6,Moderate Fracturing,High,Clear,Welding,Operator,298,8,2024,2,5,8,3,0,3,2,13.82057705,1,2,Intermediate,3,2,2.4,159,7,Major Rainy Season,2,3,1,1,50.96061268,High Risk
IN-10-08-2024-010,Newmont,Ahafo,8/10/2024,Night,No,0,Chemical,High Potential,Road/Transport,Human Error,Human Behaviour,24547,Truck,83.3,Highly Fractured,Low,Extreme Heat,Equipment Operation,Operator,356,32,2024,4,4,8,5,1,3,2,3.781416949,4,3,Basic,4,4,3.3,159,9,Major Rainy Season,2,4,1,3,76.07836354,Critical Risk
IN-15-08-2024-010,Newmont,Tarkwa,8/15/2024,Day,Yes,1,Vehicle,Medium,Road/Transport,Environmental Conditions,Environmental Condition,41182,Loader,83.7,Moderate Fracturing,Low,Fog,Driving,Operator,215,12,2024,2,2,8,3,0,3,1,4.976311313,2,3,Intermediate,3,2,1.7,159,5,Major Rainy Season,2,1,1,1,14.8645915,Low Risk
IN-08-09-2024-010,Gold Fields,Tarkwa,9/8/2024,Night,No,0,Equipment,High Potential,Road/Transport,Inadequate Supervision,Procedural Failure,34672,Excavator,76.6,Moderate Fracturing,High,Clear,Maintenance,Driver,628,16,2024,1,4,9,6,1,3,2,0.432789371,1,2,Intermediate,3,4,2.2,159,24,Transition Season,4,4,1,1,73.15458359,Critical Risk
IN-08-09-2024-010,AngloGold Ashanti,Ahafo,9/8/2024,Day,Yes,1,Equipment,High Potential,Road/Transport,Inadequate Supervision,Procedural Failure,7808,Loader,85,Moderate Fracturing,Moderate,Clear,Driving,Operator,636,26,2024,1,2,9,6,1,3,2,0.587417178,1,4,Basic,4,2,1.75,159,0,Transition Season,2,1,1,1,23.96025925,Low Risk
IN-14-09-2024-010,Newmont,Tarkwa,9/14/2024,Night,No,0,Electrical,Critical Potential,Road/Transport,Unsafe Driving,Environmental Condition,23230,Crusher,69.4,Moderate Fracturing,Low,Clear,Driving,Supervisor,858,41,2024,1,2,9,5,1,3,3,0.942610461,1,3,Intermediate,3,4,2.25,159,6,Transition Season,2,2,1,1,48.70431149,Medium Risk
IN-03-10-2024-010,Newmont,Obuasi,10/3/2024,Day,No,0,Fire,Medium,Road/Transport,Human Error,Equipment Failure,17818,Crusher,72.7,Stable,Low,High Dust,Maintenance,Mechanic,445,44,2024,3,4,10,3,0,4,1,0.589724248,,4,Intermediate,3,2,,159,19,Transition Season,2,3,1,3,39.79646379,Medium Risk
IN-01-11-2024-010,Newmont,Obuasi,11/1/2024,Night,Yes,1,Fall of Ground,Medium,Road/Transport,Human Error,Procedural Failure,21388,Loader,88.7,Highly Fractured,Low,Clear,Welding,Supervisor,726,14,2024,1,5,11,4,0,4,1,9.362351448,1,2,Intermediate,3,4,2,159,29,Transition Season,2,4,1,1,51.74440567,High Risk
IN-08-11-2024-010,Newmont,Tarkwa,11/8/2024,Day,Yes,1,Fire,Medium,Road/Transport,Lack of Risk Assessment,Environmental Condition,26658,,71.7,Moderate Fracturing,Moderate,Clear,Welding,Operator,343,7,2024,3,5,11,4,0,4,1,0.043753515,1,5,Advanced,2,2,2.25,159,7,Transition Season,2,3,1,1,38.98048306,Medium Risk
IN-14-11-2024-010,Newmont,Obuasi,11/14/2024,Night,Yes,1,Fire,High Potential,Road/Transport,Unsafe Driving,Equipment Failure,12333,Excavator,94.3,Highly Fractured,Low,High Dust,Driving,Driver,1075,44,2024,3,2,11,3,0,4,2,1.244770965,,4,Basic,4,4,,159,6,Transition Season,4,2,1,3,59.3940132,High Risk
IN-27-11-2024-010,Newmont,Ahafo,11/27/2024,Day,Yes,1,Electrical,High Potential,Road/Transport,Design / Layout Deficiency,Equipment Failure,17225,Loader,79.6,Highly Fractured,Low,Clear,Driving,Supervisor,1186,20,2024,1,2,11,2,0,4,2,1.185195548,1,3,Intermediate,3,2,1.7,159,13,Transition Season,2,1,1,1,23.96025925,Low Risk
IN-12-12-2024-010,Newmont,Damang,12/12/2024,Day,No,0,Fire,Medium,Road/Transport,Unsafe Driving,Equipment Failure,24072,Excavator,96.2,Moderate Fracturing,Moderate,Rain,Welding,Driver,625,26,2024,3,5,12,3,0,4,1,1.706352676,4,3,Intermediate,3,2,2.6,159,15,Dry Season,4,3,1,1,63.27581813,High Risk
IN-20-12-2024-010,AngloGold Ashanti,Obuasi,12/20/2024,Night,Yes,1,Fire,High Potential,Road/Transport,Design / Layout Deficiency,Environmental Condition,9830,Truck,72.8,Stable,Low,Clear,Driving,Supervisor,1182,22,2024,3,2,12,4,0,4,2,6.531432195,1,2,Intermediate,3,4,2.4,159,8,Dry Season,2,2,1,1,36.72418187,Medium Risk
IN-20-12-2024-010,Gold Fields,Ahafo,12/20/2024,Day,Yes,1,Electrical,Low,Road/Transport,Environmental Conditions,Human Behaviour,5371,,97.6,Moderate Fracturing,Low,Clear,Lifting,Welder,214,15,2024,1,3,12,4,0,4,0,0.808341338,1,5,Intermediate,3,2,1.15,159,0,Dry Season,2,3,1,1,14.57655113,Low Risk
IN-20-12-2024-010,Gold Fields,Ahafo,12/20/2024,Day,No,0,Chemical,Critical Potential,Road/Transport,Design / Layout Deficiency,Human Behaviour,41660,,74.7,Moderate Fracturing,Moderate,Clear,Driving,Welder,741,10,2024,4,2,12,4,0,4,3,0.235034872,1,3,Basic,4,2,2.85,159,0,Dry Season,2,1,1,1,35.94038888,Medium Risk
IN-21-12-2024-010,Gold Fields,Tarkwa,12/21/2024,Day,No,0,Chemical,Medium,Road/Transport,Lack of Risk Assessment,Training Deficiency,26159,Truck,84.4,Highly Fractured,Low,Clear,Lifting,Welder,795,11,2024,4,3,12,5,1,4,1,6.912361559,1,2,Intermediate,3,2,2.25,159,1,Dry Season,2,3,1,1,26.55668075,Low Risk
IN-21-12-2024-010,Newmont,Damang,12/21/2024,Day,Yes,1,Equipment,High Potential,Road/Transport,Environmental Conditions,Environmental Condition,9533,Loader,94.2,Stable,Low,Clear,Equipment Operation,Operator,393,17,2024,1,4,12,5,1,4,2,1.930697672,1,3,Intermediate,3,2,2,159,0,Dry Season,2,3,1,1,44.74871153,Medium Risk
IN-11-01-2025-010,Newmont,Damang,1/11/2025,Day,Yes,1,Equipment,Low,Road/Transport,Environmental Conditions,Human Behaviour,14901,Loader,82.2,Stable,Low,Clear,Equipment Operation,Mechanic,961,30,2025,1,4,1,5,1,1,0,5.019183342,1,3,Basic,4,2,1.35,159,21,Dry Season,2,3,1,1,20.78845228,Low Risk
IN-17-01-2025-010,Newmont,Ahafo,1/17/2025,Day,No,0,Vehicle,Critical Potential,Road/Transport,Poor Maintenance,Procedural Failure,42390,,93.4,Stable,Low,Clear,Welding,Driver,304,4,2025,2,5,1,4,0,1,3,0.134701076,1,5,Intermediate,3,2,2.75,159,6,Dry Season,2,3,1,1,62.94074231,High Risk
IN-16-02-2025-010,Gold Fields,Damang,2/16/2025,Day,No,0,Electrical,Medium,Road/Transport,Human Error,Training Deficiency,37780,Crusher,91.2,Moderate Fracturing,Moderate,High Dust,Driving,Operator,1093,29,2025,1,2,2,6,1,1,1,3.575563641,,3,Intermediate,3,2,,159,30,Dry Season,2,1,1,3,19.00801151,Low Risk
IN-26-02-2025-010,AngloGold Ashanti,Damang,2/26/2025,Night,No,0,Fire,Critical Potential,Road/Transport,Unsafe Driving,Equipment Failure,40336,Truck,73,Stable,Low,Clear,Welding,Mechanic,903,16,2025,3,5,2,2,0,1,3,6.6498257,1,2,Advanced,2,4,3.15,159,10,Dry Season,2,4,1,1,75.70466492,Critical Risk
IN-27-02-2025-010,Newmont,Damang,2/27/2025,Day,Yes,1,Equipment,Low,Road/Transport,Design / Layout Deficiency,Equipment Failure,44103,,79.9,Highly Fractured,Low,Rain,Welding,Operator,760,28,2025,1,5,2,3,0,1,0,8.451777473,4,2,Advanced,2,2,1.7,159,1,Dry Season,2,3,1,1,35.65373906,Medium Risk
IN-05-03-2025-010,Newmont,Tarkwa,3/5/2025,Day,Yes,1,Chemical,Medium,Road/Transport,Unsafe Driving,Procedural Failure,21905,Loader,68.7,Highly Fractured,Moderate,Clear,Lifting,Operator,500,34,2025,4,3,3,2,0,1,1,4.477435801,1,3,Basic,4,2,2.3,159,6,Minor Rainy Season,2,3,1,1,26.55668075,Low Risk
IN-10-03-2025-010,Gold Fields,Ahafo,3/10/2025,Night,Yes,1,Chemical,Medium,Road/Transport,Poor Maintenance,Procedural Failure,10091,Loader,65.6,Moderate Fracturing,High,Rain,Maintenance,Mechanic,784,17,2025,4,4,3,0,0,1,1,4.549366,4,4,Advanced,2,4,2.85,159,5,Minor Rainy Season,2,4,1,1,54.18589015,High Risk
IN-04-04-2025-010,Newmont,Tarkwa,4/4/2025,Day,No,0,Vehicle,Low,Road/Transport,Unsafe Driving,Human Behaviour,43014,Truck,68.4,Stable,Low,Rain,Equipment Operation,Driver,1032,16,2025,2,4,4,4,0,2,0,5.907930985,4,2,Basic,4,2,1.9,159,25,Minor Rainy Season,2,3,1,3,39.35418167,Medium Risk
IN-22-04-2025-010,AngloGold Ashanti,Damang,4/22/2025,Day,No,0,Chemical,High Potential,Road/Transport,Unsafe Driving,Procedural Failure,36115,Truck,78.6,Moderate Fracturing,Low,Rain,Welding,Welder,776,44,2025,4,5,4,1,0,2,2,0.27493744,4,4,Intermediate,3,2,3.2,159,18,Minor Rainy Season,2,3,1,1,59.61399831,High Risk
IN-17-05-2025-010,Gold Fields,Obuasi,5/17/2025,Night,Yes,1,Vehicle,Medium,Road/Transport,Unsafe Driving,Procedural Failure,29942,Crusher,66.4,Moderate Fracturing,Low,Rain,Lifting,Supervisor,377,11,2025,2,3,5,5,1,2,1,7.529401133,4,5,Basic,4,4,2.3,159,25,Minor Rainy Season,2,4,1,1,47.973989,Medium Risk
IN-01-06-2025-010,Newmont,Ahafo,6/1/2025,Day,No,0,Vehicle,Medium,Road/Transport,Design / Layout Deficiency,Procedural Failure,18646,Truck,69.5,Highly Fractured,Low,Rain,Driving,Supervisor,507,23,2025,2,2,6,6,1,2,1,1.269321519,4,2,Basic,4,2,1.95,159,15,Major Rainy Season,2,1,1,3,30.54585902,Medium Risk
IN-02-06-2025-010,AngloGold Ashanti,Obuasi,6/2/2025,Day,Yes,1,Chemical,Critical Potential,Road/Transport,Unsafe Driving,Training Deficiency,13411,Excavator,89.2,Highly Fractured,Moderate,Clear,Maintenance,Mechanic,242,37,2025,4,4,6,0,0,2,3,3.582671793,1,4,Intermediate,3,2,3.1,159,1,Major Rainy Season,4,3,1,1,72.3707906,Critical Risk
IN-07-06-2025-010,Gold Fields,Ahafo,6/7/2025,Night,Yes,1,Equipment,Critical Potential,Road/Transport,Human Error,Human Behaviour,38712,,75.6,Stable,Low,Rain,Driving,Supervisor,587,33,2025,1,2,6,5,1,2,3,1.248661942,4,5,Intermediate,3,4,2.55,159,5,Major Rainy Season,2,2,1,3,67.27004089,High Risk
IN-19-06-2025-010,AngloGold Ashanti,Damang,6/19/2025,Day,No,0,Chemical,High Potential,Road/Transport,Design / Layout Deficiency,Environmental Condition,7056,Excavator,84.9,Stable,High,Rain,Equipment Operation,Mechanic,330,15,2025,4,4,6,3,0,2,2,1.633636304,4,2,Intermediate,3,2,3.05,159,12,Major Rainy Season,4,3,1,3,78.95639037,Critical Risk
IN-21-06-2025-010,Gold Fields,Tarkwa,6/21/2025,Night,No,0,Fall of Ground,Low,Road/Transport,Human Error,Training Deficiency,29930,Loader,96.8,Moderate Fracturing,Low,Clear,Welding,Mechanic,908,40,2025,1,5,6,5,1,2,0,2.734237907,1,5,Advanced,2,4,1.6,159,2,Major Rainy Season,2,4,1,1,39.76427605,Medium Risk
IN-27-06-2025-010,AngloGold Ashanti,Ahafo,6/27/2025,Day,No,0,Vehicle,High Potential,Road/Transport,Inadequate Supervision,Procedural Failure,10518,Crusher,75.5,Moderate Fracturing,Low,Clear,Maintenance,Welder,820,14,2025,2,4,6,4,0,2,2,5.117500023,1,3,Intermediate,3,2,2.25,159,6,Major Rainy Season,2,3,1,1,44.74871153,Medium Risk
IN-09-07-2025-010,AngloGold Ashanti,Ahafo,7/9/2025,Night,No,0,Fall of Ground,Medium,Road/Transport,Unsafe Driving,Environmental Condition,10495,Loader,72.8,Moderate Fracturing,High,Extreme Heat,Maintenance,Driver,342,18,2025,1,4,7,2,0,3,1,13.62592344,4,3,Intermediate,3,4,2.15,159,12,Major Rainy Season,2,4,1,3,64.09823391,High Risk
IN-20-07-2025-010,Newmont,Tarkwa,7/20/2025,Day,Yes,1,Equipment,Low,Road/Transport,Design / Layout Deficiency,Training Deficiency,33984,Crusher,65.8,Moderate Fracturing,Low,Fog,Equipment Operation,Driver,635,29,2025,1,4,7,6,1,3,0,5.666436148,2,2,Intermediate,3,2,1.4,159,11,Major Rainy Season,2,3,1,1,23.67291416,Low Risk
IN-21-07-2025-010,AngloGold Ashanti,Damang,7/21/2025,Day,Yes,1,Chemical,Medium,Road/Transport,Environmental Conditions,Human Behaviour,38822,Loader,89.6,Highly Fractured,Moderate,Clear,Equipment Operation,Welder,281,3,2025,4,4,7,0,0,3,1,8.709118483,1,3,Intermediate,3,2,2.4,159,1,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-23-07-2025-010,AngloGold Ashanti,Ahafo,7/23/2025,Day,No,0,Fall of Ground,Medium,Road/Transport,Human Error,Equipment Failure,25917,Crusher,70.6,Stable,High,Rain,Lifting,Driver,1120,23,2025,1,3,7,2,0,3,1,3.245571394,4,4,Intermediate,3,2,1.8,159,2,Major Rainy Season,2,3,1,1,35.21006638,Medium Risk
IN-07-08-2025-010,Newmont,Tarkwa,8/7/2025,Night,Yes,1,Equipment,Medium,Road/Transport,Human Error,Environmental Condition,39294,Loader,66.2,Stable,Moderate,Clear,Maintenance,Driver,1163,15,2025,1,4,8,3,0,3,1,0.69243176,1,3,Intermediate,3,4,1.85,159,15,Major Rainy Season,2,4,1,1,45.53250452,Medium Risk
IN-08-08-2025-010,Newmont,Ahafo,8/8/2025,Night,Yes,1,Vehicle,Critical Potential,Road/Transport,Poor Maintenance,Training Deficiency,19923,Truck,72.8,Highly Fractured,Low,Clear,Maintenance,Supervisor,322,8,2025,2,4,8,4,0,3,3,1.739677901,1,3,Intermediate,3,4,2.8,159,1,Major Rainy Season,2,4,1,1,69.49276377,High Risk
IN-02-09-2025-010,AngloGold Ashanti,Ahafo,9/2/2025,Day,Yes,1,Chemical,Low,Road/Transport,Human Error,Human Behaviour,8659,Excavator,83.2,Stable,Low,Clear,Maintenance,Welder,534,41,2025,4,4,9,1,0,3,0,0.398560803,1,4,Intermediate,3,2,2.05,159,25,Transition Season,4,3,1,1,36.43040172,Medium Risk
IN-05-09-2025-010,Gold Fields,Ahafo,9/5/2025,Day,No,0,Fall of Ground,Medium,Road/Transport,Unsafe Driving,Environmental Condition,6663,,86.5,Moderate Fracturing,Low,Rain,Welding,Operator,747,10,2025,1,5,9,4,0,3,1,7.304528051,4,2,Intermediate,3,2,2.1,159,3,Transition Season,2,3,1,1,47.63386869,Medium Risk
IN-26-09-2025-010,Gold Fields,Obuasi,9/26/2025,Day,Yes,1,Fall of Ground,Low,Road/Transport,Inadequate Supervision,Equipment Failure,5891,,86,Stable,Moderate,Clear,Welding,Operator,448,3,2025,1,5,9,4,0,3,0,0.229573273,1,2,Advanced,2,2,1.4,159,21,Transition Season,2,3,1,1,27.00035343,Low Risk
IN-02-10-2025-010,Gold Fields,Damang,10/2/2025,Day,Yes,1,Chemical,Medium,Road/Transport,Design / Layout Deficiency,Equipment Failure,20437,Crusher,69.8,Stable,Low,Rain,Driving,Welder,228,5,2025,4,2,10,3,0,4,1,0.516466007,4,2,Basic,4,2,2.45,159,6,Transition Season,2,1,1,3,30.54585902,Medium Risk
IN-07-10-2025-010,AngloGold Ashanti,Obuasi,10/7/2025,Day,No,0,Fall of Ground,High Potential,Road/Transport,Lack of Risk Assessment,Human Behaviour,18527,Crusher,72,Moderate Fracturing,Low,Rain,Driving,Mechanic,441,30,2025,1,2,10,1,0,4,2,2.607887748,4,3,Basic,4,2,2.05,159,5,Transition Season,2,1,1,3,42.52598865,Medium Risk
IN-15-10-2025-010,Newmont,Tarkwa,10/15/2025,Day,Yes,1,Vehicle,Medium,Road/Transport,Design / Layout Deficiency,Human Behaviour,15760,Truck,72.5,Highly Fractured,Moderate,Clear,Maintenance,Operator,888,22,2025,2,4,10,2,0,4,1,1.0641314,1,3,Intermediate,3,2,1.9,159,8,Transition Season,2,3,1,1,32.7685819,Medium Risk
IN-17-10-2025-010,AngloGold Ashanti,Tarkwa,10/17/2025,Day,No,0,Fire,Low,Road/Transport,Human Error,Procedural Failure,40190,Crusher,71.6,Moderate Fracturing,High,Fog,Equipment Operation,Supervisor,736,26,2025,3,4,10,4,0,4,0,0.880105496,2,3,Intermediate,3,2,1.9,159,2,Transition Season,2,3,1,1,23.67291416,Low Risk
IN-02-11-2025-010,AngloGold Ashanti,Damang,11/2/2025,Night,No,0,Fall of Ground,High Potential,Road/Transport,Human Error,Training Deficiency,43230,,74.5,Moderate Fracturing,Moderate,Clear,Lifting,Mechanic,227,7,2025,1,3,11,6,1,4,2,11.88901523,1,4,Basic,4,4,2.1,159,16,Transition Season,2,4,1,1,51.30073299,High Risk
IN-07-11-2025-010,Newmont,Obuasi,11/7/2025,Night,No,0,Equipment,Low,Road/Transport,Unsafe Driving,Procedural Failure,28116,Excavator,73,Moderate Fracturing,Low,Clear,Welding,Operator,789,38,2025,1,5,11,4,0,4,0,5.94720867,1,4,Advanced,2,4,1.6,159,5,Transition Season,4,4,1,1,55.40622549,High Risk
IN-08-11-2025-010,AngloGold Ashanti,Ahafo,11/8/2025,Day,Yes,1,Vehicle,Medium,Road/Transport,Unsafe Driving,Equipment Failure,38348,Loader,71.7,Highly Fractured,Low,Rain,Maintenance,Driver,570,32,2025,2,4,11,5,1,4,1,5.960578001,4,4,Intermediate,3,2,2.2,159,1,Transition Season,2,3,1,1,41.42196754,Medium Risk
IN-17-11-2025-010,Gold Fields,Damang,11/17/2025,Night,Yes,1,Equipment,Medium,Road/Transport,Unsafe Driving,Procedural Failure,35132,,67.5,Moderate Fracturing,Low,Clear,Welding,Driver,241,7,2025,1,5,11,0,0,4,1,14.38584422,1,2,Intermediate,3,4,2,159,9,Transition Season,2,4,1,1,51.74440567,High Risk
IN-27-11-2025-010,AngloGold Ashanti,Damang,11/27/2025,Day,No,0,Electrical,Critical Potential,Road/Transport,Design / Layout Deficiency,Training Deficiency,9930,Loader,82,Highly Fractured,Moderate,Clear,Equipment Operation,Supervisor,958,17,2025,1,4,11,3,0,4,3,2.738874077,1,4,Intermediate,3,2,2.35,159,10,Transition Season,2,3,1,1,56.72884115,High Risk
IN-16-12-2025-010,Gold Fields,Damang,12/16/2025,Night,No,0,Vehicle,Medium,Road/Transport,Human Error,Training Deficiency,28116,Excavator,70.8,Moderate Fracturing,High,Clear,Maintenance,Driver,676,38,2025,2,4,12,1,0,4,1,3.72299326,1,3,Intermediate,3,4,2.1,159,19,Dry Season,4,4,1,1,61.17445397,High Risk
IN-06-04-2021-010,AngloGold Ashanti,Ahafo,4/6/2021,Night,No,0,Fire,Low,Tailings Dam,Environmental Conditions,Equipment Failure,18087,Loader,73.9,Moderate Fracturing,Low,Fog,Lifting,Operator,590,1,2021,3,3,4,1,0,2,0,4.577239791,2,2,Intermediate,3,4,1.95,178,999,Minor Rainy Season,2,4,1,1,30.22493562,Medium Risk
IN-16-04-2021-010,Gold Fields,Tarkwa,4/16/2021,Day,No,0,Fall of Ground,Low,Tailings Dam,Environmental Conditions,Equipment Failure,25079,,93.9,Stable,Low,High Dust,Welding,Welder,722,20,2021,1,5,4,4,0,2,0,2.68030811,,3,Advanced,2,2,,178,10,Minor Rainy Season,2,3,1,3,34.02823532,Medium Risk
IN-24-04-2021-010,Gold Fields,Tarkwa,4/24/2021,Day,No,0,Electrical,Low,Tailings Dam,Human Error,Equipment Failure,44986,Truck,83.4,Moderate Fracturing,Moderate,Extreme Heat,Equipment Operation,Welder,699,0,2021,1,4,4,5,1,2,0,13.99701379,4,5,Intermediate,3,2,1.6,178,8,Minor Rainy Season,2,3,1,3,39.35418167,Medium Risk
IN-03-05-2021-010,Newmont,Damang,5/3/2021,Day,Yes,1,Chemical,High Potential,Tailings Dam,Lack of Risk Assessment,Procedural Failure,13436,Crusher,85.7,Highly Fractured,Low,Clear,Lifting,Supervisor,776,12,2021,4,3,5,0,0,2,2,0.660916563,1,2,Basic,4,2,2.65,178,9,Minor Rainy Season,2,3,1,1,38.53681038,Medium Risk
IN-09-05-2021-010,AngloGold Ashanti,Tarkwa,5/9/2021,Day,No,0,Fall of Ground,Medium,Tailings Dam,Design / Layout Deficiency,Training Deficiency,41062,Crusher,92.9,Moderate Fracturing,Low,Rain,Equipment Operation,Welder,387,13,2021,1,4,5,6,1,2,1,0.166371734,4,2,Basic,4,2,2,178,6,Minor Rainy Season,2,3,1,3,51.3343113,High Risk
IN-23-05-2021-010,Newmont,Tarkwa,5/23/2021,Day,Yes,1,Vehicle,High Potential,Tailings Dam,Human Error,Procedural Failure,12564,Loader,82.2,Stable,Moderate,Clear,Equipment Operation,Operator,745,36,2021,2,4,5,6,1,2,2,16.19640213,1,2,Intermediate,3,2,2.25,178,14,Minor Rainy Season,2,3,1,1,44.74871153,Medium Risk
IN-25-05-2021-010,Newmont,Damang,5/25/2021,Day,No,0,Chemical,Critical Potential,Tailings Dam,Human Error,Training Deficiency,21967,Excavator,97.5,Stable,Low,Clear,Maintenance,Mechanic,500,35,2021,4,4,5,1,0,2,3,3.536673289,1,4,Intermediate,3,2,3.1,178,2,Minor Rainy Season,4,3,1,1,72.3707906,Critical Risk
IN-13-06-2021-010,Gold Fields,Tarkwa,6/13/2021,Night,No,0,Chemical,Low,Tailings Dam,Human Error,Procedural Failure,32723,Loader,78.1,Stable,Low,Clear,Driving,Driver,935,12,2021,4,2,6,6,1,2,0,1.951045124,1,3,Intermediate,3,4,1.95,178,19,Major Rainy Season,2,2,1,1,12.76392262,Low Risk
IN-15-06-2021-010,AngloGold Ashanti,Ahafo,6/15/2021,Day,Yes,1,Fire,Low,Tailings Dam,Human Error,Training Deficiency,5956,Crusher,85.7,Moderate Fracturing,High,Clear,Driving,Mechanic,807,34,2021,3,2,6,1,0,2,0,4.335247882,1,5,Intermediate,3,2,1.5,178,2,Major Rainy Season,2,1,1,1,0,Low Risk
IN-19-06-2021-010,AngloGold Ashanti,Obuasi,6/19/2021,Day,Yes,1,Chemical,High Potential,Tailings Dam,Lack of Risk Assessment,Human Behaviour,7356,Excavator,70.3,Moderate Fracturing,Moderate,Clear,Driving,Mechanic,842,11,2021,4,2,6,5,1,2,2,6.062310914,1,2,Intermediate,3,2,2.45,178,4,Major Rainy Season,4,1,1,1,39.6022087,Medium Risk
IN-26-06-2021-010,AngloGold Ashanti,Damang,6/26/2021,Day,No,0,Equipment,Critical Potential,Tailings Dam,Design / Layout Deficiency,Equipment Failure,44748,Truck,81.7,Moderate Fracturing,Moderate,Clear,Maintenance,Mechanic,1010,8,2021,1,4,6,5,1,2,3,2.401237326,1,3,Intermediate,3,2,2.35,178,7,Major Rainy Season,2,3,1,1,56.72884115,High Risk
IN-09-07-2021-010,AngloGold Ashanti,Ahafo,7/9/2021,Night,Yes,1,Fall of Ground,Low,Tailings Dam,Environmental Conditions,Training Deficiency,11295,Truck,72.8,Stable,Low,Rain,Lifting,Welder,366,20,2021,1,3,7,4,0,3,0,14.0154578,4,3,Basic,4,4,1.7,178,13,Major Rainy Season,2,4,1,1,35.99385937,Medium Risk
IN-07-08-2021-010,AngloGold Ashanti,Tarkwa,8/7/2021,Day,Yes,1,Chemical,Medium,Tailings Dam,Unsafe Driving,Training Deficiency,34750,Crusher,83.5,Moderate Fracturing,Low,Rain,Equipment Operation,Welder,259,44,2021,4,4,8,5,1,3,1,0.301691288,4,4,Basic,4,2,2.75,178,29,Major Rainy Season,2,3,1,3,51.3343113,High Risk
IN-26-08-2021-010,AngloGold Ashanti,Damang,8/26/2021,Night,Yes,1,Fire,Medium,Tailings Dam,Environmental Conditions,Environmental Condition,10469,Truck,79.3,Moderate Fracturing,Low,Clear,Lifting,Mechanic,502,18,2021,3,3,8,3,0,3,1,2.235698084,1,4,Intermediate,3,4,2.2,178,19,Major Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-02-09-2021-010,AngloGold Ashanti,Tarkwa,9/2/2021,Night,No,0,Fire,Low,Tailings Dam,Poor Maintenance,Training Deficiency,14346,Crusher,76.1,Moderate Fracturing,Low,Clear,Maintenance,Driver,1180,5,2021,3,4,9,3,0,3,0,0.756003342,1,4,Intermediate,3,4,2,178,7,Transition Season,2,4,1,1,33.55237489,Medium Risk
